numdossier_new,lda_documents
T06721008563,"[['accord', 'collectif', 'entreprise', 'fixant', 'annualisation', 'temp', 'travail'], ['champ', 'application', 'professionnel', 'salariés', 'concernés'], ['modalités', 'organisation', 'temp', 'travail', 'période', 'mois'], ['horaire', 'annuel', 'travail', 'effectif'], ['période', 'référence', 'horaire', 'moyen'], ['période', 'référence'], ['programmation', 'indicative'], ['modification', 'durée', 'horaires', 'travail'], ['limites', 'aménagement', 'annuel', 'temp', 'travail'], ['qualification', 'heures', 'effectuées', 'pendant', 'période', 'référence', 'au-delà', 'durée', 'hebdomadaire', 'légale', '35h'], ['qualification', 'heures', 'effectuées', 'pendant', 'période', 'référence', 'au-delà', 'durée', 'annuelle', 'travail', 'effectif'], ['contrôle', 'durée', 'travail'], ['décompte', 'heures'], ['ecart'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['fixation', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['salariés', 'soumis', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['heures', 'imputant', 'contingent'], ['décompte', 'individuel', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['information', 'préalable', 'consultation', 'annuelle', 'cse'], ['modalités', 'rémunération'], ['principe', 'lissage', 'rémunération'], ['rémunération', 'heures', 'supplémentaires'], ['rémunération', 'heures', 'supplémentaires', 'cours', 'période', 'référence'], ['modalités', 'spécifiques', 'ca', 'absence', 'entrée', 'sortie', 'cours', 'période'], ['absence', 'diverses', 'rémunérées', 'non', 'hors', 'absence', 'liée', 'état', 'santé', 'salarié', 'telles', 'maladie', 'at-mp', 'maternité', 'temp', 'partiel', 'thérapeutique'], ['calcul', 'maintien', 'salaire'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['absence', 'maladie', 'at-mp', 'maternité', 'paternité', 'temp', 'partiel', 'thérapeutique'], ['calcul', 'maintien', 'salaire'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['absence', 'assimilées', 'temp', 'travail', 'effectif', 'heures', 'supplémentaires', 'formation', 'visite', 'médicale', 'heures', 'délégation', 'repos', 'obligatoire', 'évènement', 'familial'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['calcul', 'maintien', 'salaire'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['absence', 'liée', 'arrivée', 'départ', 'cours', 'période'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['absence', 'liée', 'activité', 'partielle'], ['incidence', 'compteur', 'seuil', 'déclenchement', 'heures', 'supplémentaires'], ['mise', 'place', 'cet', 'aménagement', 'temp', 'travail'], ['application', 'présent', 'accord', 'salariés', 'temp', 'partiel'], ['définition', 'temp', 'partiel', 'horaire', 'travail', 'effectif'], ['qualification', 'heures', 'effectuées', 'pendant', 'période', 'référence', 'comprises', 'durée', 'contractuelle', 'travail', 'effectif'], ['qualification', 'heures', 'effectuées', 'pendant', 'période', 'référence', 'au-delà', 'durée', 'annuelle', 'contractuelle', 'travail', 'effectif'], ['accomplissement', 'heures', 'complémentaires'], ['formalités', 'accomplir'], ['employeur', 'engage', 'effectuer', 'toutes', 'formalités', 'inhérentes', 'horaire', 'collectif']]"
A06718007116,"[['proces', 'verbal', 'accord'], ['negociation', 'salariale', 'titre', 'annee', '2018'], ['augmentation', 'collective'], ['principe', 'calcul'], ['montant', 'augmentation', 'collective'], ['attribution', 'augmentation', 'collective'], ['augmentation', 'individuelle'], ['date', 'fermeture', 'usine', 'journée', 'solidarité'], ['personnel', 'production'], ['condition', 'mise', 'œuvre', 'mesure'], ['personnel', 'administratif'], ['réalisation', 'heures', 'travail', 'supplémentaires', 'non', 'rémunérées'], ['condition', 'mise', 'œuvre', 'mesure'], ['heures', 'supplémentaires', 'prime', 'continuité'], ['egalité', 'traitement', 'entre', 'hommes', 'femmes'], ['travailleurs', 'handicapés'], ['disposition', 'complémentaires'], ['prise', 'compte', 'vie', 'travail'], ['embauches'], ['dotation', 'exceptionnelle', 'comité', 'entreprise'], ['dépôt', 'accord'], ['dénonciation', 'révision']]"
T07719001550,"[['conclusion', 'negociation', 'annuelle', 'obligatoire', '2018'], [], [], ['remarques', 'prealable'], ['etude', 'demandes', 'representant', 'elu', 'comite', 'social', 'etablissement'], ['demande', 'maintien', 'revalorisation', 'prime', 'présence'], ['demande', 'octroi', 'jours', 'enfants', 'malades', 'rémunérés'], ['extrait', 'nao', '2017'], ['demande', 'paiement', 'heures', 'supplémentaires', 'cadre', 'remplacement'], ['réorganisation', 'planning', 'travail', 'équipes', 'internat']]"
T06918002352,"[['accord', 'collectif'], ['notification', 'depôts'], ['accord', 'appliquera', 'ensemble', 'personnel', 'entreprise', 'sequoia', 'associes', 'sou', 'réserves', 'spécificités', 'propres', 'forfait', 'annuel', 'jours'], ['fixation', 'contingent', 'heures', 'supplementaires'], ['modalites', 'accomplissement'], ['fixation', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['contrepartie', 'obligatoire', 'repos'], ['champ', 'application', 'forfait', 'annuel', 'jours'], ['forfait', 'annuel', 'jours'], ['caracteristiques', 'principales', 'convention', 'individuelles'], ['respect', 'regles', 'relative', 'repos'], ['modalites', 'prise', 'jours', 'repos'], ['organisation', 'prises', 'jours', 'repos', 'tiendra', 'compte', 'nécessités', 'organisation', 'service', 'impératifs', 'liés', 'réalisation', 'mission', 'salarié', 'concerné'], ['principe', 'suivants', 'appliqués'], ['traitement', 'absence'], ['traitement', 'departs', 'arrivees', 'cours', 'annee'], ['modalites', 'suivi', 'decompte', 'jours', 'travailles', 'repos'], ['remuneration'], ['depassement', 'forfait'], ['appreciation', 'charge', 'travail', 'articulation', 'vie', 'professionnelle', 'personnelle'], ['droit', 'deconnexion'], ['disposition', 'finale', 'accord'], ['prise', 'effet', 'present', 'accord', 'collectif'], ['suivi', 'accord'], ['denonciation', 'revision'], ['notification', 'depôts']]"
T07622009146,"[['accord', 'entreprise', 'relatif', 'organisation', 'duree', 'travail', 'conge', 'paye', 'teletravail'], ['disposition', 'generales'], ['cadre', 'dispositif'], ['objet', 'accord', 'champ', 'application'], ['définition', 'temp', 'travail', 'effectif'], ['repos', 'journalier', 'hebdomadaire'], ['durées', 'maximales', 'travail'], ['iii', 'heures', 'supplementaires', 'contingent', 'annuel', 'heures', 'supplementaires'], ['définition', 'heures', 'supplémentaires'], ['traitement', 'heures', 'supplémentaires'], ['disposition', 'générales'], ['disposition', 'spécifiques', 'repos', 'compensateur', 'équivalent'], ['ouverture', 'droit', 'repos', 'compensateur', 'équivalent'], ['prise', 'repos', 'compensateur', 'équivalent'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['convention', 'forfait', 'annuel', 'jours'], ['salariés', 'visés'], ['période', 'référence', 'forfait'], ['nombre', 'jours', 'compris', 'forfait'], ['traitement', 'absence', 'arrivées', 'départs', 'cours', 'période'], ['incidence', 'absence', 'nombre', 'jours', 'travailler', 'cadre', 'forfait', 'annuel', 'jours'], ['incidence', 'absence', 'rémunération'], ['arrivée', 'cours', 'période'], ['252', 'jours'], ['181', 'jours'], ['252', 'jours'], ['passage', 'forfait', 'jours', 'cours', 'période', 'référence', 'salarié', 'déjà', 'présent', 'effectifs'], ['départ', 'cours', 'période'], ['caractéristiques', 'convention', 'individuelles'], ['décompte', 'jours', 'travaillés'], ['décompte', 'jours', 'non', 'travaillés'], ['evaluation', 'suivi', 'charge', 'travail'], ['récapitulatif', 'mensuel']]"
T03022003754,"[['accord', 'entreprise', 'relatif', 'accomplissement', 'heures', 'supplémentaires', 'contingent', 'heures', 'supplémentaires'], ['champ', 'application', 'présent', 'accord'], ['entrée', 'vigueur', 'durée', 'accord'], ['formalités', 'mise', 'œuvre'], ['date', 'application'], ['dénonciation', 'révision'], ['dénonciation'], ['révision'], ['objet', 'accord'], ['contingent', 'annuel', 'heures', 'supplémentaires'], ['accomplissement', 'heures', 'supplémentaires'], ['publicité', 'accord'], ['bordereau', 'dépôt'], ['accord', 'entrera', 'vigueur', 'jour', 'dépôt', 'auprès', 'autorité', 'administrative']]"
T06420003568,"[['accord', 'entreprise', 'fixant', 'volume', 'contingent', 'annuel', 'heures', 'supplémentaires', 'condition', 'dépassement'], ['article', '3121-30', '3121-33', '3121-38', '3131-40', '3121-17', 'suivants', 'code', 'travail'], ['volume', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['dépassement', 'contingent', 'annuel', 'heures', 'supplémentaires'], ['contrepartie', 'sou', 'forme', 'repos'], ['ouverture', 'droit', 'repos'], ['modalités', 'prise', 'repos'], ['modalités', 'information', 'salarié', 'droit', 'repos'], ['indemnisation', 'contrepartie', 'repos'], ['révision'], ['dénonciation']]"
T06823060151,"[['accord', 'entreprise', 'relatif', 'amenagement', 'temp', 'travail', 'annee', 'maintien', 'salaire', 'conge', 'supplementaires'], ['principe'], ['beneficiaires'], ['periode', 'reference'], ['duree', 'annuelle', 'travail'], ['incidence', 'arrivées', 'départs', 'cours', 'période', 'référence', 'absence'], ['amplitude', 'horaire', 'hebdomadaire'], ['programmation', 'amenagement', 'duree', 'travail'], ['programmation', 'indicative'], ['modification', 'programmation', 'indicative'], ['decompte', 'heures', 'supplementaires', 'complementaires'], ['décompte', 'heures', 'supplémentaires', 'complémentaires'], ['incidence', 'absence', 'décompte', 'heures', 'supplémentaires', 'complémentaires'], ['suivi', 'temp', 'travail'], ['ca', 'particuliers'], ['portee', 'accord'], ['partie', 'maintien', 'salaire', 'lors', 'absence', 'liees', 'sante'], ['principe'], ['beneficiaires'], ['maintien', 'salaire', 'ca', 'enfants', 'malade'], ['subrogation'], ['portee', 'accord'], ['partie', 'iii', 'attribution', 'conge', 'supllementaires'], ['principe'], ['beneficiaires'], ['portee', 'accord'], ['suivi', 'accord'], ['entree', 'vigueur', 'duree', 'accord'], ['depot', 'publicite', 'accord'], ['transmission', 'accord', 'commission', 'paritaire', 'permanente', 'negociation', 'interpretation', 'branche']]"
T05522001205,"[['negociation', 'annuelle', 'obligatoire', '2022'], ['constat', 'accord'], ['constat', 'accord'], ['proposition', 'représentants', 'personnel'], ['salaires'], ['réponse', 'direction', 'question', 'élus'], ['eléments', 'retenus', 'suite', 'négociation'], ['augmentation', 'générales'], ['intéressement'], ['négociation', 'egalité', 'femmes/hommes', 'qualité', 'vie', 'condition', 'travail'], ['déploiement', 'projet', 'transition', 'cadre', 'politique', 'rse'], ['maintien', 'dynamisme', 'recrutements', 'alternants'], ['notification', 'dépôt', 'prise', 'effet', 'publicité']]"
T02620001739,"[['durée', 'travail'], ['aménagement', 'temp', 'travail'], ['heures', 'supplémentaires'], ['définition'], ['rémunération'], ['embauche', 'rupture', 'contrat', 'travail', 'cours', 'période', 'référence'], ['salariés', 'temp', 'partiel'], ['durée', 'accord', 'révision', 'dénonciation'], ['commission', 'suivi', 'accord'], ['publicité']]"
T09320004883,"[['accord', 'substitution'], ['prolongement', 'transfert', 'salary', 'societe', 'dhl', 'service', 'logistiques'], ['sein', 'societe', 'ceva', 'freight', 'management', 'france', 'sa'], ['harmonisation', 'statuts', 'salary', 'dhl', 'service', 'logistiques'], ['mise', 'cause', 'statut', 'collectif', 'ex-salariés', 'dhl', 'service', 'logistiques'], ['disposition', 'conventionnelles', 'applicables'], ['adaptation', 'statut', 'collectif', 'ceva', 'freight', 'management', 'france', 'sa', 'salariés', 'transférés'], ['durée'], ['suivi', 'clause', 'rendez-vous'], ['révision'], ['dénonciation'], ['confirmation', 'mise', 'cause', 'éléments', 'statut', 'collectif', 'dhl', 'service', 'logistiques'], ['disposition', 'conventionnelles', 'applicables', 'compter', '1er', 'juillet', '2020', 'salariés', 'transférés'], [], ['modalités', 'harmonisation', 'statut', 'collectif', 'société', 'ceva', 'freight', 'management', 'france', 'sa', 'salariés', 'transférés'], ['iii.1', 'classification', 'statut'], ['iii.2', 'bénéfice', 'prime', '13ème', 'mois'], ['iii.3', 'mesures', 'relative', 'organisation', 'traitement', 'temp', 'travail'], ['bourse', 'temp'], ['principe', 'organisation', 'temp', 'travail'], ['objet', 'suivi', 'bourse', 'temp'], ['modalités', 'décompte', 'utilisation', 'bourse', 'temp'], ['contingent', 'heures', 'supplémentaires'], ['contrôle', 'temp'], ['iii', 'traitement', 'ticket', 'restaurant', 'prime', 'paniers'], ['iii', 'application', 'prime', 'ancienneté'], ['iii.6', 'prime', 'performance'], ['iii', 'mobilité', 'professionnelle'], ['iii', 'compte', 'epargne', 'temp'], ['iii', 'couverture', 'frais', 'santé', 'prévoyance'], ['iii', 'journée', 'solidarité'], ['iii', 'epargne', 'salariale'], ['suivi', 'accord', 'clause', 'rendez-vous'], ['révision'], ['dénonciation']]"
T00122004929,"[['societe', 'scappaticci'], ['accord', 'portant', 'duree', 'amenagement', 'temp', 'travail'], ['conge', 'paye'], ['champ', 'application'], ['formalites', 'depot', 'publicite'], ['champ', 'application'], ['duree', 'travail'], ['durée', 'collective'], ['temp', 'travail', 'effectif'], ['heures', 'supplémentaires'], ['repos', 'compensateur', 'remplacement', 'rcr'], ['amenagements', 'particuliers', 'duree', 'travail'], ['organisation', 'travail', 'personnel', 'journée'], ['organisation', 'travail'], ['suppression', 'complément', 'rtt', 'inclusion', 'taux', 'horaire', 'base'], ['avenants', 'contrats', 'travail', 'établis', 'cet', 'effet'], ['organisation', 'travail', 'personnel', 'travaillant', 'équipes'], ['organisation', 'travail'], ['travail', 'équipes'], ['inclusion', 'suppression', 'pause', 'payées', 'complément', 'rtt', 'taux', 'horaire', 'base'], ['avenants', 'contrats', 'travail', 'établis', 'cet', 'effet'], ['conge', 'paye'], ['demande', 'salarié'], ['modalités', 'prise'], ['congé', 'principal'], ['ème', '5ème', 'semaines', 'congés', 'payés'], ['date', 'effet-', 'duree', 'denonciation', 'adhesion', 'interpretation'], ['révision', 'dénonciation']]"
T01923060019,"[['accord', 'portant'], ['duree', 'amenagement'], ['temp', 'travail', 'duree', 'indeterminee'], ['ehpad', 'egletons', 'conclu', 'juin', '1999', 'organisation', 'syndicales', 'représentatives', 'accord', 'réduction', 'temp', 'travail'], ['champ', 'application'], ['principe', 'generaux'], ['définition', 'temp', 'travail', 'effectif'], ['temp', 'pause'], ['temp', 'habillage', 'déshabillage'], ['durées', 'maximales', 'travail'], ['durée', 'quotidienne', 'travail'], ['durée', 'hebdomadaire', 'travail'], ['temp', 'repos'], ['repos', 'quotidien'], ['repos', 'hebdomadaire'], ['modalités', 'enregistrement', 'temp', 'travail'], ['aménagement', 'durée', 'travail', 'effectif'], ['modalités', 'retenues', 'organisation', 'temp', 'travail'], ['période', 'référence'], ['amplitude', 'variation'], ['planification', 'modification', 'horaires', 'travail'], ['planning', 'indicatif', 'applicable', 'cycle'], ['durée', 'annuelle', 'travail', 'période', 'congés', 'payés'], ['rémunération'], ['lissage', 'rémunération'], ['absence'], ['régularisation', 'négative'], ['heures', 'supplémentaires'], ['décompte', 'heures', 'supplémentaires'], ['paiement', 'heures', 'supplémentaires'], ['contingent', 'annuel'], ['convention', 'forfait', 'jours'], ['salariés', 'éligibles', 'convention', 'forfait', 'annuel', 'jours'], ['modalités', 'forfait', 'annuel', 'jours'], ['forfaits-jours', 'réduits'], ['impact', 'absence'], ['impact', 'arrivées', 'départs', 'cours', 'période'], ['rémunération'], ['régime', 'juridique'], ['garanties'], ['temp', 'repos'], ['jours', 'fériés', 'chômés'], ['caractéristiques', 'principales', 'convention', 'individuelles', 'forfait', 'annuel', 'jours'], ['salary', 'temp', 'partiel'], ['droit', 'déconnexion'], ['outils', 'numériques', 'concernés'], ['principe', 'bon', 'usage', 'outils', 'numériques'], ['exercice', 'droit', 'déconnexion']]"
